brand,price,number_of_seat,start_time,start_day,end_day,end_time,trip_time,take_place,destination,location
Dinh Nhan,550000,32 chỗ ngồi,08:30,20-05-2024,21-05-2024,03:00,18 giờ 30 phút,"VP Tân Bình 306A Hồng Lạc, Phường 11",VP Đà Nẵng 166 Điện Biên Phủ,Đà Nẵng
