brand,price,number_of_seat,start_time,start_day,end_day,end_time,trip_time,take_place,destination,location,id
Vie Limousine,190000,9 chỗ ngồi,07:30,20-05-2024,20-05-2024,09:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,490
Vie Limousine,210000,9 chỗ ngồi,07:30,20-05-2024,20-05-2024,09:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,491
Vie Limousine,230000,9 chỗ ngồi,07:30,20-05-2024,20-05-2024,09:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,492
Hoa Mai,200000,9 chỗ ngồi,07:32,20-05-2024,20-05-2024,09:02,1 giờ 30 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,493
Hoa Mai,200000,9 chỗ ngồi,07:32,20-05-2024,20-05-2024,09:17,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,494
Hoa Mai,150000,15 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:40,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,495
Hoa Mai,150000,15 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:55,1 giờ 55 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,496
Hoa Mai,150000,15 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:25,2 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,497
Hoa Mai,150000,15 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:25,2 giờ 25 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,498
Hoa Mai,170000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:20,1 giờ 20 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,499
Hoa Mai,170000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:35,1 giờ 35 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,500
Hoa Mai,170000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:05,2 giờ 5 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,501
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:10,1 giờ 10 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,502
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:35,1 giờ 35 phút,Văn phòng quận 5 269 Hùng Vương,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,503
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:50,1 giờ 50 phút,Văn phòng quận 5 269 Hùng Vương,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,504
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,505
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:55,1 giờ 55 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,506
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,09:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,507
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:02,2 giờ 2 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,508
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:15,2 giờ 15 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Văn phòng Hoa Mai Long Hải khu phố Hải An, đường Võ thị Sáu, tt.Long Hải, huyện Long Điền",Vũng Tàu,509
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:20,2 giờ 20 phút,Văn phòng quận 5 269 Hùng Vương,Nội thành Vũng Tàu Ba Ria - Vung Tau,Vũng Tàu,510
Hoa Mai,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:37,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,511
Huy Hoang-Vung Tau,190000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:45,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,512
Huy Hoang-Vung Tau,200000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:45,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,513
Vie Limousine,190000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,514
Vie Limousine,210000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,515
Vie Limousine,230000,9 chỗ ngồi,08:00,20-05-2024,20-05-2024,10:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,516
Hoa Mai,200000,9 chỗ ngồi,08:02,20-05-2024,20-05-2024,09:47,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,517
Hoa Mai,150000,15 chỗ ngồi,08:30,20-05-2024,20-05-2024,10:10,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,518
Hoa Mai,150000,15 chỗ ngồi,08:30,20-05-2024,20-05-2024,10:25,1 giờ 55 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,519
Hoa Mai,150000,15 chỗ ngồi,08:30,20-05-2024,20-05-2024,10:55,2 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,520
Hoa Mai,200000,9 chỗ ngồi,08:30,20-05-2024,20-05-2024,10:32,2 giờ 2 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,521
Hoa Mai,200000,9 chỗ ngồi,08:30,20-05-2024,20-05-2024,11:07,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,522
Huy Hoang-Vung Tau,190000,9 chỗ ngồi,08:30,20-05-2024,20-05-2024,11:15,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,523
Huy Hoang-Vung Tau,200000,9 chỗ ngồi,08:30,20-05-2024,20-05-2024,11:15,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,524
Hoa Mai,200000,9 chỗ ngồi,08:32,20-05-2024,20-05-2024,10:02,1 giờ 30 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,525
Hoa Mai,200000,9 chỗ ngồi,08:32,20-05-2024,20-05-2024,10:17,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,526
Hoa Mai,150000,15 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:40,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,527
Hoa Mai,150000,15 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:55,1 giờ 55 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,528
Hoa Mai,150000,15 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:25,2 giờ 25 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,529
Hoa Mai,170000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:20,1 giờ 20 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,530
Hoa Mai,170000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:35,1 giờ 35 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,531
Hoa Mai,170000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:05,2 giờ 5 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,532
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:10,1 giờ 10 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,533
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:35,1 giờ 35 phút,Văn phòng quận 5 269 Hùng Vương,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,534
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:50,1 giờ 50 phút,Văn phòng quận 5 269 Hùng Vương,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,535
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,536
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,10:55,1 giờ 55 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,537
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:02,2 giờ 2 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,538
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:20,2 giờ 20 phút,Văn phòng quận 5 269 Hùng Vương,Nội thành Vũng Tàu Ba Ria - Vung Tau,Vũng Tàu,539
Hoa Mai,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:37,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,540
Huy Hoang-Vung Tau,190000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:45,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,541
Huy Hoang-Vung Tau,200000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:45,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,542
Vie Limousine,190000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,543
Vie Limousine,210000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,544
Vie Limousine,230000,9 chỗ ngồi,09:00,20-05-2024,20-05-2024,11:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,545
Hoa Mai,200000,9 chỗ ngồi,09:02,20-05-2024,20-05-2024,10:32,1 giờ 30 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,546
Hoa Mai,200000,9 chỗ ngồi,09:02,20-05-2024,20-05-2024,10:47,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,547
Vie Limousine,210000,9 chỗ ngồi,09:15,20-05-2024,20-05-2024,12:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,548
Vie Limousine,230000,9 chỗ ngồi,09:15,20-05-2024,20-05-2024,12:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,549
Vie Limousine,250000,9 chỗ ngồi,09:15,20-05-2024,20-05-2024,12:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,550
AVIGO,200000,18 chỗ ngồi,09:30,20-05-2024,20-05-2024,11:20,1 giờ 50 phút,Sân Bay Tân Sơn Nhất  Cột số 2 - Ga quốc nội,Văn Phòng Vũng Tàu 02 Nguyễn Du,Vũng Tàu,551
Hoa Mai,150000,15 chỗ ngồi,09:30,20-05-2024,20-05-2024,11:10,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,552
Hoa Mai,150000,15 chỗ ngồi,09:30,20-05-2024,20-05-2024,11:55,2 giờ 25 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,553
Hoa Mai,200000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,10:40,1 giờ 10 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,554
Hoa Mai,200000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,11:25,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,555
Hoa Mai,200000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,11:32,2 giờ 2 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,556
Hoa Mai,200000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,12:07,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,557
Huy Hoang-Vung Tau,190000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,12:15,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,558
Huy Hoang-Vung Tau,200000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,12:15,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,559
Thanh Vinh - Vung Tau,190000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,12:00,2 giờ 30 phút,"Sân Bay Tân Sơn Nhất 2 Ga quốc tế, ga đến, cột 12",VP Vũng Tàu 25 Nguyễn Thái Học,Vũng Tàu,560
Thanh Vinh - Vung Tau,200000,9 chỗ ngồi,09:30,20-05-2024,20-05-2024,12:00,2 giờ 30 phút,"Sân Bay Tân Sơn Nhất 2 Ga quốc tế, ga đến, cột 12",VP Vũng Tàu 25 Nguyễn Thái Học,Vũng Tàu,561
Hoa Mai,200000,9 chỗ ngồi,09:32,20-05-2024,20-05-2024,11:02,1 giờ 30 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,562
Hoa Mai,200000,9 chỗ ngồi,09:32,20-05-2024,20-05-2024,11:17,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,563
Hoa Mai,150000,15 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:40,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,564
Hoa Mai,150000,15 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:55,1 giờ 55 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,565
Hoa Mai,150000,15 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:25,2 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,566
Hoa Mai,150000,15 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:25,2 giờ 25 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,567
Hoa Mai,170000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:20,1 giờ 20 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,568
Hoa Mai,170000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:35,1 giờ 35 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,569
Hoa Mai,170000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:05,2 giờ 5 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,570
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:35,1 giờ 35 phút,Văn phòng quận 5 269 Hùng Vương,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,571
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:50,1 giờ 50 phút,Văn phòng quận 5 269 Hùng Vương,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,572
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,573
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:55,1 giờ 55 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,574
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,11:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,575
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:02,2 giờ 2 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,576
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:15,2 giờ 15 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Văn phòng Hoa Mai Long Hải khu phố Hải An, đường Võ thị Sáu, tt.Long Hải, huyện Long Điền",Vũng Tàu,577
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:20,2 giờ 20 phút,Văn phòng quận 5 269 Hùng Vương,Nội thành Vũng Tàu Ba Ria - Vung Tau,Vũng Tàu,578
Hoa Mai,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:37,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,579
Huy Hoang-Vung Tau,190000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:45,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,580
Huy Hoang-Vung Tau,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:45,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Ga quốc tế cột 14,Văn Phòng Vũng Tàu 312 Nguyễn An Ninh,Vũng Tàu,581
Thanh Vinh - Vung Tau,190000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:30,2 giờ 30 phút,"Sân Bay Tân Sơn Nhất 2 Ga quốc tế, ga đến, cột 12",VP Vũng Tàu 25 Nguyễn Thái Học,Vũng Tàu,582
Thanh Vinh - Vung Tau,200000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:30,2 giờ 30 phút,"Sân Bay Tân Sơn Nhất 2 Ga quốc tế, ga đến, cột 12",VP Vũng Tàu 25 Nguyễn Thái Học,Vũng Tàu,583
Vie Limousine,190000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,584
Vie Limousine,210000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,585
Vie Limousine,230000,9 chỗ ngồi,10:00,20-05-2024,20-05-2024,12:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,586
Hoa Mai,200000,9 chỗ ngồi,10:02,20-05-2024,20-05-2024,11:32,1 giờ 30 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,587
